Title, Number_of_characters, Gender, birthDate, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Staz Johnson, 0, NA, 1965-08-12, 1965, NA, NA, NA, English people, NA, NA, NA, NA, NA, NA, NA
Stefano Caselli, 0, NA, 1978-02-21, 1978, NA, NA, NA, Italians, NA, NA, NA, NA, NA, NA, NA
Stephanie Savage, 0, NA, NA, 1969, NA, NA, NA, Canada, NA, NA, NA, NA, NA, The O.C. and Fastlane (TV series) and Gossip Girl, NA
Stephen Colbert, 0, NA, 1964-05-13, NA, NA, NA, NA, NA, NA, NA, NA, NA, Comedy music and Sketch comedy and Political satire and Deadpan and Character comedy and Improvisational theatre and News satire, NA, NA
Stephen Fry, 0, NA, 1957-08-24, 1957, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, Queens' College Cambridge
Stephen Hillenburg, 0, NA, 1961-08-21, 1961, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, California Institute of the Arts and Humboldt State University
Stephen Hunter, 0, NA, 1946-03-25, NA, NA, NA, NA, NA, NA, NA, NA, 1971, Thriller (genre), Point of Impact, NA
Stephen J. Cannell, 0, NA, 1941-02-05, 1941, 2010-09-30, 2010, NA, NA, NA, NA, NA, 1968, NA, NA, NA
Stephen King, 0, NA, 1947-09-21, NA, NA, NA, NA, NA, NA, NA, NA, 1967, Apocalyptic and post-apocalyptic fiction and Crime fiction and Genre fiction and Gothic fiction and Dark fantasy, The Shining (novel) and Rita Hayworth and Shawshank Redemption and Carrie (novel) and It (novel) and The Stand and Misery (novel) and Under the Dome (novel) and The Dark Tower (series), NA
Stephen Leigh, 0, NA, 1951-02-27, NA, NA, NA, NA, NA, NA, NA, NA, 1976, Science fiction, NA, NA
Stephen Merchant, 0, NA, 1974-11-24, 1974, NA, NA, NA, NA, NA, NA, NA, 1998, NA, NA, NA
Stephen R. Bissette, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stephen Susco, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, University of Notre Dame
Stephenie Meyer, 0, NA, 1973-12-24, NA, NA, NA, NA, NA, NA, NA, NA, NA, Young-adult fiction and Vampire literature, The Host (novel) and Twilight (novel series), Brigham Young University
Sterling Gates, 0, NA, 1981-03-01, 1981, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Coogan, 0, NA, 1965-10-14, 1965, NA, NA, NA, NA, NA, NA, NA, 1987, NA, NA, NA
Steve Crompton, 0, NA, NA, 1962, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Dillon, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Ditko, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Englehart, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Epting, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Erwin, 0, NA, 1960-01-16, 1960, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Franks, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, University of California Irvine and Loyola Marymount University
Steve Gan, 0, NA, 1945-05-22, 1945, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Gerber, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Grant, 0, NA, 1969-12-23, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Leialoha, 0, NA, 1952-01-27, 1952, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Lightle, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve McNiven, 0, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Steve Moore (comics), 0, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Steve Niles, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Steve Pemberton, 0, NA, 1967-09-01, 1967, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Steve Purcell, 0, NA, NA, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, California College of the Arts
Steve Rude, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Skeates, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Skroce, 0, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Steve Uy, 0, NA, 1979-01-11, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Yeowell, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven Butler, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven E. Gordon, 0, NA, 1960-03-23, 1960, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven Grant, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steven Hughes, 0, NA, 1954-02-12, 1954, 2000-02-18, 2000, NA, United States, NA, NA, NA, NA, NA, NA, NA
Steven T. Seagle, 0, NA, 1965-03-31, NA, NA, NA, NA, NA, NA, NA, NA, NA, Video game and Television and Comics and Theatre and Film, NA, NA
S. N. Swamy, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sacha Baron Cohen, 0, NA, 1971-10-13, NA, NA, NA, NA, NA, NA, NA, NA, NA, Satire and Black comedy and Cringe comedy and Character comedy and Physical comedy, NA, NA
Sal Buscema, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Salim Khan, 0, NA, 1935-11-24, 1935, NA, NA, Pashtuns, India, NA, NA, NA, 1959, NA, NA, NA
Sally Wainwright, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 2000, NA, NA, NA
Salvador Larroca, 0, NA, NA, NA, NA, NA, NA, Spaniards, NA, NA, NA, NA, NA, NA, NA
Sam Cooper, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sam Glanzman, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sam Grainger, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sam Hamm, 0, NA, 1955-11-19, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sam Kieth, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sam Kweskin, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sam Raimi, 0, NA, 1959-10-23, 1959, NA, NA, NA, NA, NA, NA, NA, 1977, NA, NA, NA
Sana Amanat, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sandy Jimenez, 0, NA, 1968-03-08, 1968, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sanjay Gupta (comics), 0, NA, 1966-12-07, 1966, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stieg Larsson, 0, NA, 1954-08-15, 1954, 2004-11-09, 2004, NA, NA, NA, NA, NA, 1990, Crime fiction and Thriller (genre), Millennium (series), NA
Stuart Hill (author), 0, NA, 1958-06-04, 1958, NA, NA, NA, NA, NA, NA, NA, 2005, History and Fantasy, NA, NA
Stuart Immonen, 0, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Sue Rose, 0, NA, 1953-08-16 and 1954-07-02, 1954 and 1953, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Sue Townsend, 0, NA, 1946-04-02, NA, 2014-04-10, NA, NA, NA, NA, NA, NA, NA, NA, Adrian Mole, NA
Sujatha Rangarajan, 0, NA, 1985-05-03, 1985, 2008-02-27, 2008, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sukumar Ray, 0, NA, 1887-10-30, NA, 1923-09-10, NA, Bengal, NA, NA, NA, NA, NA, Literary nonsense, HaJaBaRaLa and Abol Tabol, NA
Sunil Gangopadhyay, 0, NA, 1934-09-07, NA, 2012-10-23, NA, NA, NA, NA, NA, NA, 1953, NA, First Light (Sunil Ganguly novel) and Those Days (novel) and Poorba_Pashchim_(novel), University of Calcutta
Superboy (Kal-El), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Supergirl (Kara Zor-El), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Superman, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Susan Harris, 0, NA, 1940-10-28, 1940, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Suzanne Collins, 0, NA, 1962-08-10, NA, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Childrens literature and Young-adult fiction and Fantasy literature, The Hunger Games and The Underland Chronicles, NA
Syd Shores, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sydney Newman, 0, NA, 1917-04-01, 1917, 1997-10-30, 1997, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sylvester Stallone, 0, NA, 1946-07-06, 1946, NA, NA, NA, NA, NA, NA, NA, 1970, NA, NA, NA
Sylvia Anderson, 0, NA, 1927-03-27, 1927, NA, NA, NA, NA, NA, NA, NA, 1957, NA, NA, London School of Economics
The Wachowskis, 0, NA, 1965-06-21 and 1967-12-29, 1967 and 1965, NA, NA, NA, NA, NA, NA, NA, 1994, NA, NA, NA
Thea von Harbou, 0, NA, 1888-12-27, 1888, 1954-07-01, 1954, NA, NA, NA, NA, NA, 1905, NA, NA, NA
Thomas E. Sniegoski, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Science fiction and Fantasy, NA, NA
Thomas Harris, 0, NA, 1940-04-11, NA, NA, NA, NA, NA, NA, NA, NA, 1975, NA, Hannibal Rising and Black Sunday (novel) and The Silence of the Lambs (novel) and Hannibal (Harris novel) and Red Dragon (novel), Baylor University
Thunderbunny, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Burton, 0, NA, 1958-08-25, 1958, NA, NA, NA, NA, NA, NA, NA, 1982, NA, NA, California Institute of the Arts
Tim Hodge, 0, NA, 1963-04-02, 1963, NA, NA, NA, Americans, NA, NA, NA, 1993, NA, NA, NA
Tim LaHaye, 0, NA, 1926-04-27, NA, NA, NA, NA, NA, NA, NA, NA, NA, Apocalypse, NA, NA
Tim Minear, 0, NA, 1963-10-29, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Sale (artist), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Seeley, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Harris (writer), 0, NA, 1946-07-21, 1946, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Truman, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Zahn, 0, NA, 1951-09-01, NA, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Fantasy, NA, NA
Tina Fey, 0, NA, 1970-05-18, 1970, NA, NA, NA, NA, NA, NA, NA, 1997, NA, NA, University of Virginia
Tite Kubo, 0, NA, 1977-06-26, 1977, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tobe Hooper, 0, NA, 1943-01-25, 1943, NA, NA, NA, United States, NA, NA, NA, 1969, NA, NA, NA
Tobin Wolf, 0, NA, 1922-07-21, 1922, 1999-06-21, 1999, NA, United States, NA, NA, NA, 1979, NA, NA, NA
Toby Whithouse, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 1992, NA, NA, NA
Todd A. Kessler, 0, NA, NA, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Dezago, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Todd J. Greenwald, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Klein, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Todd McFarlane, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Nauck, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Christopher, 0, NA, 1952-05-15, 1952, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Clancy, 0, NA, 1947-04-12, NA, 2013-10-01, NA, NA, NA, NA, NA, NA, 1984, Non-fiction and Crime fiction and Military history and Techno-thriller and Spy fiction, NA, NA
Tom DeFalco, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Fontana, 0, NA, 1951-09-12, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Grindberg, 0, NA, 1961-11-03, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Grummett, 0, NA, NA, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Tom Holland (director), 0, NA, 1943-07-11, 1943, NA, NA, NA, United States, NA, NA, NA, 1964, NA, NA, University of California Los Angeles
Tom Joyner (writer), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Kapinos, 0, NA, 1969-07-12, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Lyle, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Mandrake, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Morgan (comics), 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tom Palmer (comics), 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Perrotta, 0, NA, 1961-08-13, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Peyer, 0, NA, 1954-02-23, 1954, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Raney, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Shadyac, 0, NA, 1958-12-11, 1958, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Tom Sutton, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Taylor (writer), 0, NA, 1978-11-29, 1978, NA, NA, NA, Australia, NA, NA, NA, NA, NA, NA, NA
Tom Tully (writer), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom and Mary Bierbaum, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tomoyuki Tanaka, 0, NA, 1910-04-26, 1910, 1997-04-02, 1997, NA, NA, NA, NA, NA, 1940, NA, NA, NA
Toms (cartoonist), 0, NA, NA, 1929, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Toni Blum, 0, NA, NA, 1918, NA, 1972, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tony Bedard, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Daniel, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony DeZuniga, 0, NA, NA, NA, NA, NA, NA, Philippines, NA, NA, NA, NA, NA, NA, NA
Tony Geiss, 0, NA, 1924-11-16, 1924, 2011-01-21, 2011, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Harris (artist), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Isabella, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tony Jordan, 0, NA, 1957-07-21, NA, NA, NA, NA, NA, NA, NA, NA, 1989, NA, EastEnders, NA
Tony McHale, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Moore (artist), 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tony Salmons, 0, NA, 1957-01-01, 1957, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tove Jansson, 0, NA, 1914-08-09, NA, 2001-06-27, NA, NA, Finns, NA, NA, NA, NA, NA, Moomin, NA
Tracey Ullman, 0, NA, 1959-12-30, NA, NA, NA, NA, United States nationality law and British nationality law, NA, NA, NA, NA, NA, NA, NA
Tracy Tormé, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Travel Foreman, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Travis Charest, 0, NA, NA, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Trevor Hairsine, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Trevor Von Eeden, 0, NA, 1959-07-24, 1959, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Trey Parker, 0, NA, 1969-10-19, 1969, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, University of Colorado Boulder and Berklee College of Music
Tsugumi Ohba, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tsui Hark, 0, NA, NA, NA, NA, NA, NA, NA, China, NA, NA, NA, NA, NA, NA
Ty Templeton, 0, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Tyler Perry, 0, NA, 1969-09-13, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
T. S. Eliot, 0, NA, 1888-09-26, NA, 1965-01-04, NA, NA, NA, NA, NA, NA, 1905, NA, The Waste Land and Four Quartets and The Love Song of J. Alfred Prufrock, Merton College Oxford and Harvard University and Sorbonne
Tad Williams, 0, NA, 1957-03-14, NA, NA, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Postmodernism and Science fiction and Fantasy and Dark fantasy and High fantasy and Urban fantasy, Tailchasers Song and Shadowmarch and Memory Sorrow and Thorn and Otherland, NA
Takeshi Kimura, 0, NA, 1912-02-04, 1912, NA, 1988, NA, NA, Japan, NA, NA, NA, NA, NA, NA
Takeshi Konomi, 0, NA, 1970-06-26, 1970, NA, NA, NA, Japan, NA, NA, NA, NA, NA, NA, NA
Takeshi Obata, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Talent Caldwell, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tamora Pierce, 0, NA, 1954-12-13, NA, NA, NA, NA, Americans, NA, NA, NA, NA, Childrens literature and Young-adult fiction, The Song of the Lioness, NA
Tan Eng Huat, 0, NA, NA, NA, NA, NA, NA, Malaysians, NA, NA, NA, NA, NA, NA, NA
Tanith Lee, 0, NA, 1947-09-19, NA, NA, NA, NA, NA, NA, NA, NA, NA, Speculative fiction, NA, NA
Tatsuo Yoshida, 0, NA, 1932-03-06, NA, 1977-09-05, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Ted Cowan, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ted Griffin, 0, NA, 1970-12-21, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ted Key, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tennessee Williams, 0, NA, 1911-03-26, 1911, 1983-02-25, 1983, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terence Winter, 0, NA, 1960-10-02, 1960, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Terry Austin (comics), 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Terry Beatty, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Dodson, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Terry Kavanagh, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Moore (cartoonist), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Nation, 0, NA, 1930-08-08, NA, 1997-03-09, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Science fiction and Comedy, Blakes 7 and Survivors (1975 TV series) and Dalek, NA
Tetsuo Hara, 0, NA, 1961-09-02, 1961, NA, NA, NA, Japanese people, NA, NA, NA, 1982, NA, NA, NA
Tex Avery, 0, NA, 1908-02-26, 1908, 1980-08-26, 1980, NA, NA, NA, NA, NA, 1930, NA, NA, NA
Tex Blaisdell, 0, NA, 1920-03-30, 1920, 1999-03-11, 1999, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Ub Iwerks, 0, NA, 1901-03-24, 1901, 1971-07-07, 1971, NA, NA, NA, NA, NA, 1920, NA, NA, NA
Uma Thurman, 0, NA, 1970-04-29, 1970, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Umberto Eco, 0, NA, 1932-01-05, 1932, 2016-02-19, 2016, NA, NA, NA, Western philosophy, NA, NA, NA, NA, NA
Ume Aoki, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Musashino Art University
Val Mayerik, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Val Semeiks, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Valerie Tripp, 0, NA, NA, 1951, NA, NA, NA, NA, United States, NA, NA, NA, NA, American Girl (book series), NA
Vaughn Bodē, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Veronica Roth, 0, NA, 1988-08-19, NA, NA, NA, NA, United States, NA, NA, NA, NA, Utopian and dystopian fiction and Young-adult fiction, Divergent (novel), Northwestern University
Victor Hugo, 0, NA, 1802-02-26, NA, 1885-05-22, NA, NA, French nationality law, NA, NA, NA, 0019, Dramaturgy, The Hunchback of Notre-Dame and Toilers of the Sea and Hernani (drama) and Ruy Blas, NA
Victor Milan, 0, NA, NA, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Vikas Swarup, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Literary realism, Q & A (novel) and Six Suspects (novel) and The Accidental Apprentice, NA
Viktor Dotsenko, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Vince Alascia, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Vince Colletta, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Vince Flynn, 0, NA, 1966-04-06, NA, 2013-06-19, NA, NA, NA, NA, NA, NA, 1997, NA, NA, Saint Thomas Academy
Vince Gilligan, 0, NA, 1967-02-10, 1967, NA, NA, NA, NA, NA, NA, NA, 1990, NA, NA, Tisch School of the Arts
Vincent Giarrano, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Virgil Finlay, 0, NA, 1914-07-23, NA, 1971-01-18, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
W. E. Johns, 0, NA, 1893-02-05, NA, 1968-06-21, NA, NA, United Kingdom, NA, NA, NA, 1922, Science fiction and War novel and Adventure fiction, NA, NA
Wade Von Grawbadger, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Wally Wood, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Walt Disney, 0, NA, 1901-12-05, 1901, 1966-12-15, 1966, NA, NA, NA, NA, Congregational church, 1920, NA, NA, NA
Walt Simonson, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Walter A. McDaniel, 0, NA, 1971-01-07, 1971, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Walter B. Gibson, 0, NA, 1897-09-12, NA, 1985-12-06, NA, NA, Americans, NA, NA, NA, NA, Comic book and Hypnosis and Parapsychology and Yoga and Magic (illusion) and Pulp magazine and Comic strip and True crime, NA, NA
Walter Lantz, 0, NA, 1899-04-27, 1899, 1994-03-22, 1994, NA, NA, NA, NA, Christian, 1916, NA, NA, NA
Walter Mosley, 0, NA, 1952-01-12, 1952, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Walter Scott, 0, NA, 1771-08-15, NA, 1832-09-21, NA, NA, NA, NA, NA, NA, 0019, NA, NA, University of Edinburgh
Ward Kimball, 0, NA, 1914-03-04, 1914, 2002-07-08, 2002, NA, NA, NA, NA, NA, 1935, NA, NA, NA
Warren Ellis, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Warren Kremer, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Wayne Boring, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Wayne Faucher, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Werner Roth (comics), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Wes Craven, 0, NA, 1939-08-02, 1939, 2015-08-30, 2015, NA, NA, NA, NA, NA, 1971, NA, NA, NA
Whilce Portacio, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Whitney Ellsworth, 0, NA, 1908-11-27, 1908, 1980-09-07, 1980, NA, NA, NA, NA, NA, NA, NA, NA, NA
Wilbert Awdry, 0, NA, 1911-06-15, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Wilkie Collins, 0, NA, 1824-01-08, NA, 1889-09-23, NA, NA, NA, NA, NA, NA, 1840, NA, NA, NA
Will Eisner, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Will Franz, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Will Murray, 0, NA, NA, 1953, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Will Pfeifer, 0, NA, NA, 1967, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Will Simpson (comics), 0, NA, NA, NA, NA, NA, NA, People of Northern Ireland, NA, NA, NA, NA, NA, NA, NA
William Dozier, 0, NA, 1908-02-13, 1908, 1991-04-23, 1991, NA, NA, NA, NA, NA, 1944, NA, NA, NA
William Goldman, 0, NA, 1931-08-12, NA, NA, NA, NA, NA, NA, NA, NA, NA, Thriller (genre) and Fiction and Literature and Drama, NA, Columbia University and Oberlin College
William Hanna, 0, NA, 1910-07-14, 1910, 2001-03-22, 2001, NA, NA, NA, NA, NA, 1932, NA, NA, NA
William Henry Hudson, 0, NA, 1841-08-04, NA, 1922-08-18, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
